company_name,company_id,id
['Hammer Film Productions'],[1314],18979
['Columbia Pictures'],[5],31206
['Columbia Pictures Corporation'],[441],28658
['Hammer Film Productions'],[1314],3117
"['Cyclops Vision', 'PTTP Films']","[17436, 17437]",20684
['New Line Cinema'],[12],27450
['Bert I. Gordon Productions'],[18582],26643
['Great American Films Limited Partnership'],[137],62327
['Epic Productions'],[1988],897
"['Universal Pictures', 'Tartan Films', 'Pando Company Inc.']","[33, 2458, 14595]",42522
"['Les Films Corona', 'Euro International Film (EIA)', 'Selenia Cinematografica']","[1398, 8930, 11398]",11657
"['Film Polski Film Agency', 'Zespól Filmowy ""X""']","[52, 6804]",224
['Universal Pictures'],[33],27117
[],[],50553
['Universal Pictures'],[33],44383
['Columbia Pictures Corporation'],[441],78331
"['Miramax Films', 'Lakeshore Entertainment', 'Cinerenta Medienbeteiligungs KG', 'Stone Village Pictures', 'Cinepsilon']","[14, 126, 995, 7420, 53899]",10922
"['Aviator Films', 'Bill Kenwright Films']","[7057, 7058]",43708
"['Kaleidoscope Entertainment', 'Harmony Gold']","[2141, 7901]",240177
[],[],51707
[],[],30349
"['Lions Gate Films', 'Cruise/Wagner Productions', 'Baumgarten Merims Productions']","[35, 44, 14652]",13537
['Filmacres'],[66152],28446
"['Village Roadshow Pictures', 'NPV Entertainment', 'Silver Pictures', 'Warner Bros.']","[79, 172, 1885, 6194]",605
"['RTÉ', 'British Broadcasting Corporation (BBC)', 'Irish Film Board', 'Power Pictures']","[1923, 3324, 5267, 5268]",33222
"['New Line Cinema', 'Gold/Miller Productions', 'Guy Walks into a Bar Productions']","[12, 1607, 2645]",10719
"['Intrinsic Value Films', 'Jubilee Productions']","[2828, 22338]",266741
[],[],23995
"['Studio Hamburg Filmproduktion', 'Dom Film GmbH']","[680, 681]",1277
[],[],1836
[],[],292974
"['Universal Pictures', 'DNA Films', 'StudioCanal', 'Working Title Films']","[33, 284, 694, 10163]",508
['Centre National de la Cinématographie (CNC)'],[18367],197563
"['Sandollar Productions', 'Touchstone Pictures']","[5842, 9195]",11846
[],[],50314
"['Lonely Film Productions GmbH & Co. KG.', 'Warner Bros. Animation', 'Warner Bros.', 'Goldmann Pictures', 'Baltimore Spring Creek Productions', 'Warner Bros. Feature Animation']","[430, 2785, 6194, 12006, 16061, 20734]",10715
"['Universal Pictures', 'Twentieth Century Fox Film Corporation', 'Samuel Goldwyn Films', 'Miramax']","[33, 306, 9118, 53009]",8619
"['Paramount Pictures', 'MTV Films']","[4, 746]",21525
"['North by Northwest Entertainment', 'Echo Lake Entertainment', 'Aura Entertainment']","[1804, 22308, 37657]",14892
"['Columbia Pictures', 'Imagine Entertainment', 'Revolution Studios', 'Daniel Ostroff Productions']","[5, 23, 497, 22099]",12146
"['Imagine Entertainment', 'DreamWorks SKG', 'Universal Pictures']","[23, 27, 33]",10588
"['Columbia Pictures Corporation', 'Dark Castle Entertainment', 'Warner Bros.']","[441, 1786, 6194]",4970
"['This Is That Productions', 'Y Productions', 'Mediana Productions Filmgesellschaft']","[10059, 10887, 10888]",470
"['Pyramide Productions', 'Cinémaginaire Inc.', 'Téléfilm Canada', 'The Harold Greenberg Fund', 'Astral Films', 'Canal+', 'Société Radio-Canada', 'Société de Développement des Entreprises Culturelles (SODEC)', 'Centre National de la Cinématographie (CNC)']","[186, 280, 806, 807, 4042, 5358, 9115, 9116, 18367]",11042
[],[],44708
"['Columbia Pictures', 'Triptych Pictures', 'Dimension Films (US version)']","[5, 14722, 71989]",10147
"['Walt Disney Pictures', 'Gunn Films', 'Doom Buggy Productions']","[2, 3538, 47122]",10756
"['Paramount Pictures', ""Donners' Company"", 'Mutual Film Company', 'Cobalt Media Group', 'Artists Production Group (APG)']","[4, 431, 762, 18619, 18620]",9562
"['Aligator Producciones', 'Tchin Tchin Productions']","[6485, 55248]",36068
['New Line Cinema'],[12],11012
[],[],279714
[],[],30068
"['Goldcrest Films International', 'National Film Finance Corporation (NFFC)']","[500, 11493]",40913
[],[],158413
"['Universal Pictures', 'Renaissance Pictures']","[33, 467]",9556
['Ealing Studios'],[2650],13581
['Fugitive Features'],[1625],1702
['Les Films du Loup'],[22191],19184
['Twentieth Century Fox Film Corporation'],[306],24203
"['Det Danske Filminstitut', 'Eurimages', 'Alicéléo']","[118, 850, 8799]",9065
['Dancing Girl'],[69868],44479
['Warner Bros.'],[6194],4823
['TriStar Pictures'],[559],10168
['Wega Film'],[224],10234
"['Amicus Productions', 'Metromedia Producers Corporation']","[4630, 5740]",38939
"['Warner Bros.', 'Jackson/McHenry Company,The', 'Jacmac Films']","[6194, 37350, 73997]",10952
[],[],14022
"['United Artists', 'Sherwood Productions']","[60, 8791]",860
['Twentieth Century Fox Film Corporation'],[306],41521
['Palladium Film'],[9079],48035
['Silver Films'],[142],5000
['Twentieth Century Fox Film Corporation'],[306],22744
['Metro-Goldwyn-Mayer (MGM)'],[8411],17831
['Société générale des films'],[1237],780
['Metro-Goldwyn-Mayer (MGM)'],[8411],31510
['Decla Film Gesellschaft Holz & Co.'],[55],234
"['United Artists', 'D.W. Griffith Productions']","[60, 4759]",899
"['Orion Pictures', 'Eagle Associates']","[41, 2369]",8289
"['United Artists', 'Starling Films']","[60, 23126]",11583
"['Warner Bros.', 'Edgar Rice Burroughs Inc.']","[6194, 13730]",11002
"['TriStar Pictures', 'Channel Films']","[559, 2099]",6472
['Orion Pictures'],[41],5143
"['Universal Pictures', 'The Badham-Cohen Group']","[33, 12646]",11384
['RAF Industries'],[1881],5227
['Lamb Bear Entertainment'],[2333],8010
"['Jersey Films', 'Twentieth Century Fox Film Corporation']","[216, 306]",10410
"['Penta Pictures', 'A&M Films']","[11018, 11043]",47095
"['Universal Pictures', 'Imagine Films Entertainment']","[33, 11262]",10407
"['TriStar Pictures', 'Silver Pictures']","[559, 1885]",9292
"['United Artists', 'Solofilm']","[60, 10097]",11850
"['Mindwalk', 'Atlas']","[27354, 27355]",48745
"['Renn Productions', 'Pricel', 'Baltimore Pictures']","[82, 6542, 11407]",2297
"['Imagine Entertainment', 'Universal Pictures']","[23, 33]",951
['Universal Pictures'],[33],10804
['Cinevox Filmproduktion GmbH'],[1979],5765
"['Geffen Pictures', 'Silver Pictures', 'Warner Bros.']","[360, 1885, 6194]",9319
"['United Artists', 'Les Productions Artistes Associés', 'Produzioni Europee Associati (PEA)']","[60, 64, 7508]",1643
['Universal Pictures'],[33],2007
"['Renn Productions', 'films A2', 'Timothy Burrill Productions', 'Grai Phang Film Studio']","[82, 7147, 8131, 28807]",10995
['Compañía Iberoamericana de TV'],[2316],8047
['Touchstone Pictures'],[9195],2612
"['United Artists', 'The Criterion Collection']","[60, 10932]",3112
['Columbia Pictures'],[5],10413
"['Twentieth Century Fox Film Corporation', 'Hughes Entertainment']","[306, 477]",2611
"['Cannon Group', 'Golan-Globus', 'Warner Bros.']","[1444, 1445, 6194]",1825
['Warner Bros.'],[6194],10538
"['Mirage Enterprises', 'Warner Bros.']","[932, 6194]",11092
"['20th Century Fox', 'Amercent Films', 'American Entertainment Partners L.P.', 'Parkes/Lasker productions']","[25, 5263, 5264, 67713]",18410
"['The Australian Film Commission', 'Film Victoria', 'House & Moorhouse Films']","[5186, 11840, 39250]",14904
"['Universal Pictures', 'Silver Lion Films', 'Sean Daniel Company']","[33, 11601, 19857]",19065
"['Nippon Shuppan Hanbai (Nippan) K.K.', 'GAGA', 'WoWow', 'AM Associates', 'Kobi Co.', 'MF Pictures']","[3032, 3656, 5073, 11538, 11539, 11540]",3176
"['Ang Lee Productions', 'Good Machine']","[5528, 10565]",9261
"['United Artists', 'Les Productions Artistes Associés', 'Produzioni Europee Associati (PEA)', 'The Criterion Collection']","[60, 64, 7508, 10932]",5336
"['Beacon Communications', 'A&M Films']","[919, 11043]",23908
['Paramount Pictures'],[4],14671
['Columbia Pictures'],[5],11509
"['Warner Bros.', 'Devoted Productions']","[6194, 11019]",10729
"['Canadian Film Development Corporation (CFDC)', 'Cinépix', 'The Dilbar Syndicate', 'Cinema Entertainment Enterprises Ltd.', 'Famous Players Film Corporation [ca]']","[4952, 6270, 46689, 46690, 88951]",29437
"['Columbia Pictures', 'Stonebridge Entertainment', 'Donner/Shuler-Donner Productions']","[5, 5738, 5739]",20763
['Universal Pictures'],[33],2047
"['Columbia Pictures', 'New World Pictures']","[5, 1950]",14249
['Universal Pictures'],[33],10021
"['Det Danske Filminstitut', 'Memfis Film', 'Film i Väst']","[118, 321, 17513]",11634
['Universal Pictures'],[33],14746
['Wolfkill'],[3975],11824
[],[],8222
"['Franchise Pictures', 'Avnet/Kerner Productions', 'LTZ II Inc.']","[1403, 34998, 35712]",20067
['TriStar Pictures'],[559],12395
"['United Artists', 'SLM Production Group', 'New Century Productions']","[60, 396, 8668]",9846
"['Twentieth Century Fox Film Corporation', 'Permut Presentations']","[306, 455]",23719
"['Gaumont', 'Cargo Films']","[9, 2561]",11986
"['Pathé Consortium Cinéma', 'Les Films de la Pléiade', 'The Criterion Collection']","[220, 745, 10932]",1626
['Samuel Goldwyn'],[261],483
"['Lorimar Film Entertainment', 'Jim Henson Productions']","[1176, 2504]",10166
"['Kennedy Miller Productions', 'The Guber-Peters Company', 'Warner Bros.']","[2537, 4357, 6194]",6069
"['Metro-Goldwyn-Mayer (MGM)', 'Dino De Laurentiis Company']","[8411, 10308]",11018
['Touchstone Pictures'],[9195],11676
['RKO Radio Pictures'],[6],28293
['RKO Radio Pictures'],[6],28292
['Famous Artists Productions'],[1482],3681
['RKO Radio Pictures'],[6],43875
['RKO Radio Pictures'],[6],31798
['Metro-Goldwyn-Mayer (MGM)'],[8411],43436
['RKO Radio Pictures'],[6],20325
"['Warner Bros.', 'The Vitaphone Corporation']","[6194, 9329]",17687
['Warner Bros.'],[6194],19075
['Warner Bros.'],[6194],41465
['Metro-Goldwyn-Mayer (MGM)'],[8411],17641
['Universal Pictures'],[33],12545
['Warner Bros.'],[6194],27972
['Norma Productions'],[584],898
"['Werner Herzog Filmproduktion', 'Hessischer Rundfunk (HR)']","[843, 9292]",2000
['Discina'],[479],648
['Epoch Film Co.'],[351],618
['Beijing Film Studio'],[708],44162
"['Francoriz Production', 'Rizzoli Film']","[1638, 12778]",19120
"['Silver Films', 'Cormoran Films', 'Argos Films', 'Cineriz', 'Terra Film', 'Cinétel']","[142, 1476, 6116, 9387, 15719, 44614]",4024
"['Playboy Productions', 'Caliban Films']","[8313, 25767]",11316
"['United Artists', 'Monterey Productions', 'Charles K. Feldman Group']","[60, 1316, 1317]",3089
['Faces International Films'],[454],29845
['United Artists'],[60],995
"['United Artists', 'Mirisch Films Limited']","[60, 92221]",1594
['Buster Keaton Productions'],[12190],32318
"['Paramount Pictures', 'Dena Enterprises']","[4, 14917]",11839
"['Solar Productions', 'Warner Brothers/Seven Arts']","[599, 4051]",916
['D.W. Griffith Productions'],[4759],31509
['Warner Bros.'],[6194],1976
['RKO Radio Pictures'],[6],31685
['Warner Bros.'],[6194],3062
['Paramount Pictures'],[4],34456
"['Universal Pictures', 'Arwin Productions']","[33, 1823]",12708
"['Silver Screen Partners', 'TriStar Pictures', 'Home Box Office (HBO)']","[514, 559, 3268]",42045
['Paramount Pictures'],[4],11610
['Universal Pictures'],[33],4939
['Gabriel Pascal Productions'],[14028],25016
"['Columbia Pictures', 'EMI Films Ltd.', 'Thorn EMI Screen Entertainment', 'Home Box Office']","[5, 538, 6179, 6752]",15927
"['Dispat Films', 'Gemma', 'Tupan Filmes']","[11312, 11313, 11314]",40423
"['PECF', 'F.C. Produzioni']","[1650, 10931]",7857
"['Beijing New Picture Film Co. Ltd.', 'China Film Co-Production Corporation']","[724, 2269]",79
['Paramount Pictures'],[4],13912
['Metro-Goldwyn-Mayer (MGM)'],[8411],70881
['Universal Studios'],[13],987
"['Capital Arts Entertainment', 'Krauss-DeGrazier']","[2365, 19134]",65869
['Bandai Visual'],[5844],37749
"['Yleisradio (YLE)', 'Westdeutscher Rundfunk (WDR)', 'Mediopolis Film- und Fernsehproduktion', 'Skyline Productions']","[5975, 7025, 23617, 94042]",30140
"['Procirep', 'StudioCanal', 'Mars Films', 'Rhône-Alpes Cinéma', 'Nord-Ouest Productions', 'Cofimage 12', 'Canal+', 'M.S. Productions', 'Artémis Productions', 'Centre Européen Cinématographique Rhône-Alpes']","[311, 694, 819, 1666, 4176, 5281, 5358, 5762, 11773, 22319]",33302
['London Film Productions'],[659],46932
['Topcraft'],[29],81
['Metro-Goldwyn-Mayer (MGM)'],[8411],70423
['Warner Bros.'],[6194],11821
['Universal Pictures'],[33],10023
['Orion Pictures'],[41],51036
"['Columbia Pictures', 'Universal Pictures', 'A-Team']","[5, 33, 6128]",11519
['Eagle Beach Productions'],[8014],72087
"['Reggane Films', 'Artco-Film', 'France 3 Cinema']","[2399, 10636, 16804]",42238
"['Paramount Pictures', 'Miller-Milkis Productions', 'Shelburne Associates']","[4, 12283, 21118]",15659
['Golden Harvest Company'],[2521],18857
['Sunshine'],[5305],33517
"['Daiei Studios', 'Daiei Motion Picture Company']","[881, 3214]",27425
['Metro-Goldwyn-Mayer (MGM)'],[8411],38953
['Royal Avenue Chelsea'],[17270],74544
[],[],41785
"['Columbia Pictures Corporation', 'Collector Company']","[441, 19370]",42740
"['Rizzoli Films', 'Seda Spettacoli']","[1131, 3570]",20126
"['Véra Films', 'Janus Films', 'Filmsonor']","[141, 533, 534]",827
['Trimark Pictures'],[4063],11811
['Gainax'],[3041],20043
"['Paramount Pictures', 'Intuitive TV']","[4, 78462]",16814
[],[],4368
['Metro-Goldwyn-Mayer (MGM)'],[8411],25431
[],[],17685
"['Téléfilm Canada', 'Film Trustees Ltd.', 'Naked Lunch Productions', 'Recorded Picture Company (RPC)', 'Ontario Film Development Corporation', 'Nippon Film Development and Finance', 'Pierson, Heldring & Pierson N.V.']","[806, 1200, 1201, 11561, 22210, 88919, 88920]",2742
['Sphinx Productions'],[4033],22010
['IFC Films'],[307],51145
"['Faces Distribution', 'The Criterion Collection']","[5334, 10932]",32040
"['Hollywood Pictures', 'Silver Screen Partners IV']","[915, 10282]",48129
['London Film Productions'],[659],3596
[],[],120637
"['Vic Films Productions', 'Joseph Janni Production']","[11707, 18136]",24134
['Warner Bros.'],[6194],18904
['Metro-Goldwyn-Mayer (MGM)'],[8411],37719
"['Albert Band International Productions Inc.', 'Hollywood Films']","[9211, 23510]",47364
[],[],9063
['Les Films de la Pléiade'],[745],1818
"['Les Films du Carrosse', 'Les Productions Artistes Associés']","[53, 64]",255
"['ContentFilm', 'Pierce/Williams Entertainment']","[1420, 18621]",10744
[],[],83505
"[""Hell's Kitchen Films"", 'East of Harlem (UK) Ltd', 'Irish Film Industry']","[2307, 55423, 55424]",10511
"['Arte', 'Atlas Films', 'One Canvas Productions']","[201, 34526, 55167]",180399
[],[],22289
"['Universal Pictures', 'Marc Platt Productions', 'NuAmerica Entertainment']","[33, 2527, 41963]",10028
"['Cruise/Wagner Productions', 'Warner Bros.', 'Radar Pictures', 'Bedford Falls Company, The']","[44, 6194, 14718, 20634]",616
[],[],288953
[],[],96393
"['Columbia Pictures', 'The Zanuck Company', 'Jinks/Cohen Company', 'Tim Burton Productions']","[5, 80, 2721, 8601]",587
"['Alcon Entertainment', 'Burg/Koules Productions', 'CRML Productions']","[1088, 17106, 89167]",21542
"['Columbia Pictures Corporation', 'Waverly Films', 'Warner Bros.']","[441, 735, 6194]",6964
"['Twentieth Century Fox Film Corporation', 'Conundrum Entertainment']","[306, 1156]",1792
"['Wild Bear Films', 'Archer Street Productions', 'Delux Productions']","[1470, 1471, 1472]",3635
"['Sony Pictures Classics', 'BBC Films', 'Serendipity Point Films', 'Téléfilm Canada', 'Odessa Films', 'Movision', 'Astral Media', 'Corus Entertainment', 'Company Pictures']","[58, 288, 805, 806, 1712, 1727, 2743, 11550, 11842]",41488
"['WingNut Films', 'New Line Cinema']","[11, 12]",122
"['Columbia Pictures', 'Revolution Studios']","[5, 497]",11820
"['Harbour Pictures', 'Touchstone Pictures']","[2512, 9195]",8696
"['Sony Pictures Classics', 'SenArt Films', 'Radical Media']","[58, 922, 11152]",12698
"['ContentFilm', 'Comedy Central Films']","[1420, 7480]",19187
"['DreamWorks SKG', 'Cobalt Media Group', 'Bisgrove Entertainment']","[27, 18619, 59951]",11093
['Little Wing Films'],[3446],47952
['Newmarket Films'],[28],504
"['Twentieth Century Fox Film Corporation', 'Robert Simonds Productions']","[306, 3929]",11007
"['Miramax Films', 'Mirage Enterprises', 'Castel Film Romania', 'Bona Fide Productions', 'Cattleya']","[14, 932, 1370, 2570, 10102]",2289
"['Paramount Pictures', 'DreamWorks SKG', 'Davis Entertainment', 'Lion Rock Productions', 'Province of British Columbia Film Incentive BC', 'Solomon/Hackett Productions']","[4, 27, 1302, 2812, 11567, 22536]",9620
"['Columbia Pictures', 'Universal Pictures', 'Revolution Studios', 'Quinta Communications']","[5, 33, 497, 6370]",10601
['Sony Pictures Classics'],[58],52036
"['The Kennedy/Marshall Company', 'FR Productions']","[862, 90281]",42418
"['Fortissimo Films', 'Australian Film Finance Corporation (AFFC)', 'Gecko Films']","[1615, 8724, 93441]",13433
"['Centre National de la Cinématographie', 'La Sorcière Rouge', ""Les Aventuriers de l'Image""]","[310, 25206, 25224]",35712
"['Alcon Entertainment', 'ETIC Films', 'C.R.G. International', 'Trademark Films', 'Micro Fusion 2003-2']","[1088, 2979, 8291, 22153, 67252]",14844
[],[],26710
[],[],37088
"['NBC Film', 'NBC Ajans']","[27101, 40989]",31026
"['Jersey Films', 'Loofah Productions']","[216, 53626]",5966
"['Walt Disney Pictures', 'Walt Disney Television Animation']","[2, 3475]",24034
"['Village Roadshow Pictures', 'Original Film', 'Warner Bros.']","[79, 333, 6194]",10718
[],[],40427
"['Hubert Bals Fund', 'NHK', 'LeBrocquy Fraser Productions', 'Barmak Film']","[13413, 15505, 21605, 37854]",14757
['Paramount Pictures'],[4],11034
['Paramount Pictures'],[4],25095
['HarBel Productions'],[16748],26983
['Stanley Kramer Productions'],[893],30080
['George Axelrod Productions'],[4147],52867
"['Frankovich Productions', 'Charter Film Productions', 'Ascot Productions']","[2102, 8622, 8623]",42599
"['Paramount Pictures', 'Seven Arts Productions']","[4, 516]",65012
"['United Artists', 'Metro-Goldwyn-Mayer (MGM)']","[60, 8411]",44801
"['Ascot Film', 'Metro-Goldwyn-Mayer (MGM)']","[6317, 8411]",27465
[],[],83726
"['NFH Productions', 'The Movie Group', 'Buster Productions']","[18737, 44962, 60609]",24782
['Orion Pictures'],[41],31395
[],[],131313
['Hollywood Pictures'],[915],34151
"['Davis Films', 'Freestone Pictures']","[14175, 89388]",15797
"['Twentieth Century Fox Film Corporation', 'Silver Pictures']","[306, 1885]",9548
['Wheel Productions'],[800],1937
"['Warner Bros.', 'United States Pictures']","[6194, 11276]",26712
['Stanley Kramer Productions'],[893],1882
[],[],70627
"['Twentieth Century Fox Film Corporation', 'Amercent Films', 'American Entertainment Partners L.P.']","[306, 5263, 5264]",17258
[],[],34681
[],[],118910
"['Bac Films', 'GFT Entertainment', 'Studio Eight Productions', 'Vision View Entertainment']","[208, 1069, 4794, 11602]",6277
"['Vía Digital', 'Filmax', 'Castelao Producciones', 'Fantastic Factory (Filmax)']","[357, 3631, 7956, 14332]",11429
[],[],47072
['Fanfare Films'],[5316],33642
['Metro-Goldwyn-Mayer (MGM)'],[8411],14815
"['Gray Film', 'Gaumont Distribution', 'Alter Films', 'Specta Films', 'Film del Centauro', 'Cady Films']","[7816, 13800, 21172, 30847, 93469, 93470]",427
"['Euterpe', 'Metro-Goldwyn-Mayer (MGM)']","[4402, 8411]",43049
['Metro-Goldwyn-Mayer (MGM)'],[8411],3022
"['Cady', 'Discina']","[478, 479]",778
['Twentieth Century Fox Film Corporation'],[306],3088
['Twentieth Century Fox Film Corporation'],[306],23152
['Twentieth Century Fox Film Corporation'],[306],23567
"['Tandem Enterprises Inc.', 'National General Production Inc.']","[56889, 56890]",102057
"['Twentieth Century Fox Film Corporation', 'Jerry Wald Productions']","[306, 10917]",52367
['Warner Bros.'],[6194],22584
['Warner Bros.'],[6194],27725
['Warner Bros.'],[6194],16227
['Twentieth Century Fox Film Corporation'],[306],980
['Warner Bros.'],[6194],16933
"['Columbia Pictures', 'BBE']","[5, 11097]",42094
['Columbia Pictures Corporation'],[441],26884
['George A. Hirliman Productions'],[10748],37833
['Cardinal Pictures'],[3583],18995
['RKO Radio Pictures'],[6],43759
['White Mountain Films'],[1879],5205
"['Remstar Productions', 'ApolloMedia Distribution', 'Kismet Entertainment Group', 'Seven Arts Films']","[4298, 16850, 16921, 18516]",2017
['Columbia Pictures'],[5],38606
"['Paramount Pictures', 'Paramount Animation']","[4, 24955]",14239
['Hollywood Pictures'],[915],55448
['Columbia Pictures Corporation'],[441],21779
"['Columbia Pictures Corporation', 'William Frye Productions']","[441, 69236]",71189
['Merchant Ivory Productions'],[2370],67794
"['RKO Pictures', 'Manchester Productions', 'Orinward Ltd.']","[4361, 22052, 22053]",73515
['Ponti-De Laurentiis Cinematografica'],[217],405
"['Omega Project', 'Omega Micott Inc.', 'Excell Film Agentur']","[1195, 5284, 5398]",9696
['LQ/JAF'],[1814],4917
"['Paramount Pictures', 'Academy Pictures Corporation']","[4, 12611]",37774
"['Zespól Filmowy ""Kadr""']",[1829],5055
"['Columbia Pictures Corporation', 'Frankovich Productions']","[441, 2102]",40140
"['Paramount Pictures', 'Barclays Mercantile Industrial Finance']","[4, 553]",42040
"['Zespól Filmowy ""Kadr""']",[1829],29933
[],[],35888
"['Triangle Film Corporation', 'Wark Producing Corp.']","[1307, 1308]",3059
[],[],22727
"['Allied Artists Pictures', 'Cheviot Productions']","[4928, 14270]",28586
['Headliner Productions'],[56289],56157
"['United Artists', 'Dramatic Features', 'Warfield']","[60, 4352, 4353]",11708
"['American Zoetrope', 'Prommitr International Production']","[70, 8972]",27329
['Paramount Pictures'],[4],42514
"['Paramount Pictures', 'Jalem Productions']","[4, 11496]",20444
[],[],17736
"['Columbia Pictures Corporation', 'Normandy Productions']","[441, 15263]",114046
"['Paramount Pictures', 'Famous Players-Lasky Corporation']","[4, 29729]",82283
"['New Line Cinema', 'FilmEngine', 'Katalyst Films', 'BenderSpink', 'Province of British Columbia Production Services Tax Credit']","[12, 816, 817, 6363, 12200]",1954
['DreamWorks SKG'],[27],13476
"['Darlow Smithson Productions', 'UK Film Council', 'PBS', 'Film4']","[2015, 2452, 5826, 9349]",11194
"['Shangri-La Entertainment', 'Material', 'Taormina Productions']","[2265, 67989, 78070]",12634
['Paramount Pictures'],[4],13505
[],[],14114
['TLA Releasing'],[328],15708
['Metro-Goldwyn-Mayer (MGM)'],[8411],21301
"['Fox 2000 Pictures', 'Mad Chance', 'Nimbus Film Productions', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', 'Splendid Productions']","[711, 1757, 11672, 19352, 23790]",20483
['Walt Disney'],[5888],14292
[],[],44539
"['Peninsula Films', 'Recorded Picture Company (RPC)', 'Fiction Films']","[682, 11561, 20783]",1278
"['Fragmighty', 'Transom Films', 'Valenti Entertainment']","[61194, 61195, 61197]",18841
"['New Line Cinema', 'De Passe Entertainment']","[12, 21508]",25925
['Orion Pictures'],[41],32035
"['New Line Cinema', 'Juno Pix']","[12, 4286]",74395
"['Revolution Films', 'August Entertainment', 'Castleberg Productions', 'Paribas Film Corparation']","[163, 3322, 5841, 17225]",19361
"['Orion Pictures', 'MTM Enterprises']","[41, 15847]",81824
"['Warner Bros.', 'Sig Shore Productions', 'Superfly Ltd.']","[6194, 44610, 79635]",21968
"['First Artists', 'Verdon Productions Limited']","[4376, 16680]",29493
"['First Artists', 'Warner Bros.', 'Verdon Productions Limited']","[4376, 6194, 16680]",29473
"['First Artists', 'Verdon Productions Limited']","[4376, 16680]",29464
['HK Film Corporation'],[25988],37900
['Miramax Films'],[14],91390
[],[],33557
"['Baum/Dantine Productions', 'Optimus Productions']","[2162, 2163]",7008
"['American International Pictures (AIP)', 'Power Productions']","[9266, 20227]",30566
"['American International Pictures (AIP)', 'Power Productions']","[9266, 20227]",42466
[],[],76176
['Warner Bros.'],[6194],18446
['Universal Pictures'],[33],22004
"['Fox Searchlight Pictures', 'Sound for Film', 'Working Title Films', 'Antidote Films (I)']","[43, 1143, 10163, 23912]",11023
[],[],47802
[],[],92298
['Universal Film Manufacturing Company'],[13133],35227
"['Armor Films Inc.', 'Cannon Productions', 'Zora Investments Associates', 'Jeffrey Konvitz Productions']","[26133, 38215, 42186, 42187]",29852
['United Artists'],[60],23001
['Paramount Pictures'],[4],51049
"['Paramount Pictures', 'Cinema Group Ventures']","[4, 11142]",11221
"['Columbia Pictures Corporation', 'Happy Madison Productions', 'Anonymous Content', 'Flower Films (II)']","[441, 2608, 10039, 19813]",1824
"['Twentieth Century Fox Film Corporation', 'Intermedia Films', 'Mediastream Vierte Film GmbH & Co. Vermarktungs KG', 'Mooseport Productions']","[306, 763, 19354, 89720]",16784
[],[],44674
[],[],292090
"['Svenska Filminstitutet', 'BOB Film Sweden AB', 'Bulbul Films']","[2302, 3792, 4227]",11083
[],[],54045
['ARP Sélection'],[189],337
"['Twentieth Century Fox Film Corporation', 'Cupid Productions']","[306, 14228]",11951
['Union Générale Cinématographique (UGC)'],[7248],43376
['Douglas Fairbanks Pictures'],[13399],28963
"['Twentieth Century Fox Film Corporation', 'George Stevens Productions']","[306, 13579]",2576
['Ministero del Turismo e dello Spettacolo'],[13561],22561
"['Twentieth Century Fox Film Corporation', 'Amercent Films', 'American Entertainment Partners L.P.']","[306, 5263, 5264]",19345
"['IMCINE', 'Bandidos Films']","[2911, 21805]",14430
"['Impala', 'Riverside Pictures']","[1183, 6140]",12775
"['Cannon Group', 'Golan-Globus Productions', 'Cannon Productions']","[1444, 13549, 38215]",9838
['Elton Corporation'],[35431],50075
"['De Laurentiis Entertainment Group (DEG)', 'Famous Films (II)', 'International Film Corporation']","[484, 3418, 22847]",2099
"['Metro-Goldwyn-Mayer British Studios', 'Metro-Goldwyn-Mayer (MGM)']","[5579, 8411]",42852
['Walt Disney Pictures'],[2],40454
"['Nova International Films', 'Touchstone Pictures']","[2098, 9195]",6470
[],[],20032
"['Paramount Pictures', 'Cort/Madden Productions', 'ATR Films', 'MMP Erste Filmproduktions', 'Moviemakers Productions (MMP)']","[4, 53673, 53904, 53905, 53906]",8842
['Walt Disney Pictures'],[2],11132
"['DreamWorks SKG', 'The Montecito Picture Company', 'Blue Sea Productions']","[27, 2364, 53012]",9352
"['Icon Productions', 'Twentieth Century Fox Film Corporation']","[152, 306]",615
"['Fox Searchlight Pictures', 'Broken Lizard Industries', 'Coconut Pete Productions']","[43, 2773, 52949]",11217
"['Miramax Films', 'Lions Gate Films', 'Artisan Entertainment', 'Lawrence Bender Productions', 'Havana Nights LLC']","[14, 35, 2188, 2253, 22879]",10677
"['Paramount Pictures', 'Kopelson Entertainment', 'Harlequin Pictures', 'Intertainment AG', 'Blackout Productions Inc.']","[4, 824, 53282, 53283, 53284]",13572
[],[],30735
"['WDR', 'Arte', 'X-Filme Creative Pool']","[46, 201, 1972]",338
"['Casey Silver Productions', 'Touchstone Pictures', 'Dune Films']","[877, 9195, 19477]",2023
"['Weed Road Pictures', 'Warner Bros.', 'Dimension Films', 'Red Hour Films', 'AR-TL']","[433, 6194, 7405, 12178, 53610]",9384
"['Renaissance Films', 'Kanzaman, M.D.A. Films S.L.']","[3102, 14161]",25935
['Svensk Filmindustri (SF)'],[6181],797
"['Svensk Filmindustri (SF)', 'Cinematograph AB']","[6181, 7445]",42602
['Columbia Pictures'],[5],60792
['Columbia Pictures'],[5],70113
