budget,genres,id,popularity,revenue,runtime,tagline,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name
8000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10160,7.534739,22168359,89.0,"Now Freddy’s a daddy, he’s killing for two.",A Nightmare on Elm Street 5: The Dream Child,5.5,251.0,1989,8,11,8581,A Nightmare on Elm Street Collection
7500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9494,5.795045,297000000,93.0,"He's hip, he's cool, and he's only 3 months old.",Look Who's Talking,5.8,546.0,1989,10,12,9521,Look Who's Talking Collection
3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11361,6.585405,11642254,96.0,"Michael Lives, And This Time They're Ready!",Halloween 5: The Revenge of Michael Myers,5.3,187.0,1989,10,12,91361,Halloween Collection
40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",165,13.689855,332000000,108.0,"Roads? Where we're going, we don't need roads!",Back to the Future Part II,7.4,3926.0,1989,11,20,264,Back to the Future Collection
500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",28169,1.883822,363561,102.0,,The Toxic Avenger Part III: The Last Temptation of Toxie,5.0,28.0,1989,11,24,32135,The Toxic Avenger Collection
27000000,"[{'id': 35, 'name': 'Comedy'}]",5825,9.802574,71300000,97.0,Yule crack up.,National Lampoon's Christmas Vacation,7.1,668.0,1989,12,1,108693,National Lampoon's Vacation Collection
5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",18289,6.297432,7000000,105.0,The ultimate battle has only just begun.,Godzilla vs. Biollante,6.5,25.0,1989,12,16,374511,Godzilla (Heisei) Collection
2000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",25018,5.79907,55800000,81.0,He puts the teeth in terror.,Leatherface: Texas Chainsaw Massacre III,5.1,75.0,1990,1,12,111751,Texas Chainsaw Massacre Collection
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1669,15.91126,200500000,134.0,Invisible. Silent. Stolen.,The Hunt for Red October,7.2,971.0,1990,3,2,192492,The Jack Ryan Collection
13500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1498,13.184585,201965915,93.0,Heroes in a half shell!,Teenage Mutant Ninja Turtles,6.5,486.0,1990,3,30,1582,Teenage Mutant Ninja Turtles (Original) Collection
17300,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",530,7.617298,40118,23.0,,A Grand Day Out,7.4,199.0,1990,5,18,529,Wallace & Gromit Collection
6500000,"[{'id': 27, 'name': 'Horror'}]",40729,1.214091,2032973,93.0,There's only one thing more terrifying than the first visit. The second.,The Gate II: Trespassers,5.3,16.0,1990,5,24,340623,The Gate Collection
40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",196,13.043999,244527583,118.0,They've saved the best trip for last... But this time they may have gone too far.,Back to the Future Part III,7.1,2978.0,1990,5,25,264,Back to the Future Collection
38000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",11595,6.938921,153518974,95.0,The boys are back in town.,Another 48 Hrs.,5.8,205.0,1990,6,8,93295,48 Hrs. Collection
50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",928,14.383185,41482207,106.0,Here they grow again.,Gremlins 2: The New Batch,6.3,664.0,1990,6,15,89151,The Gremlins Collection
35000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5549,10.969876,45681173,117.0,He's back to protect the innocent.,RoboCop 2,5.6,498.0,1990,6,22,5547,RoboCop Collection
70000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1573,18.785984,240031094,124.0,Die Harder,Die Hard 2,6.6,1920.0,1990,7,2,1570,Die Hard Collection
10000000,"[{'id': 35, 'name': 'Comedy'}]",11077,5.722116,72000000,81.0,Attila the Hun. Ivan the Terrible. Al Capone. They were all seven once.,Problem Child,5.5,152.0,1990,7,27,180854,Problem Child Collection
20000000,"[{'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",9086,11.977636,59000000,132.0,"Yoo-Hoo, I'll make ya famous!",Young Guns II,6.3,165.0,1990,8,1,9329,Young Guns Collection
19000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",32669,4.476578,10005969,138.0,They say money makes the world go round. But sex was invented before money.,The Two Jakes,6.2,48.0,1990,8,10,359005,The Jake Gittes Collection
9300000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",11587,5.861032,39024251,110.0,Do you dare walk these steps again?,The Exorcist III,6.1,135.0,1990,8,17,12263,The Exorcist Collection
350000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",27767,1.986075,1242995,87.0,,Slumber Party Massacre III,5.4,20.0,1990,9,7,138971,The Slumber Party Massacre Collection
42000000,"[{'id': 18, 'name': 'Drama'}]",1375,14.007329,120000000,104.0,Go for it!,Rocky V,5.3,688.0,1990,10,18,1575,Rocky Collection
32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",34636,6.658994,16283667,89.0,Begin an all new adventure as a young boy returns to a world of wonder on the wings of his imagination.,The Neverending Story II: The Next Chapter,5.5,193.0,1990,10,24,91430,The Neverending Story Collection
18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",771,0.702543,476684675,103.0,A Family Comedy Without the Family.,Home Alone,7.1,2487.0,1990,11,9,9888,Home Alone Collection
13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",11186,14.310479,35763605,84.0,Look out Jack! Chucky's back!,Child's Play 2,5.8,323.0,1990,11,9,10455,Child's Play Collection
38000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",11135,1.562471,47400000,77.0,,The Rescuers Down Under,6.6,303.0,1990,11,16,57971,The Rescuers Collection
35000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",169,11.736241,57120318,108.0,Silent. Invisible. Invincible. He's in town with a few days to kill.,Predator 2,6.0,743.0,1990,11,20,399,Predator Collection
12000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",9356,6.42968,120900000,81.0,Mikey’s back and about to face his greatest challenge… his new sister.,Look Who's Talking Too,5.0,317.0,1990,12,14,9521,Look Who's Talking Collection
54000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",242,17.185349,136766062,162.0,All the power on earth can't change destiny.,The Godfather: Part III,7.1,1589.0,1990,12,24,230,The Godfather Collection
13000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",34376,2.62835,3800000,95.0,A lively comedy about a living doll!,Mannequin Two: On the Move,4.6,28.0,1991,1,7,124951,Mannequin Collection
34000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",8010,8.032638,15600000,91.0,It's a kind of magic.,Highlander II: The Quickening,4.5,213.0,1991,1,30,8050,Highlander Collection
89,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",24993,8.500628,1250712,89.0,,Kickboxer 2:  The Road Back,4.2,38.0,1991,1,30,105322,Kickboxer Collection
19000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",274,4.307222,272742922,119.0,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,8.1,4549.0,1991,2,1,9743,The Hannibal Lecter Anthology
15000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",10975,12.276235,24100000,106.0,"On his most dangerous mission ever, the world's toughest secret agent isn't going in alone.",Armour of God II: Operation Condor,7.0,109.0,1991,2,7,146136,Armour of God Collection
25000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1497,7.994266,78656813,88.0,"Cowabunga, it's the new turtle movie.",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,290.0,1991,3,22,1582,Teenage Mutant Ninja Turtles (Original) Collection
27000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1406,7.334686,179033791,112.0,Yesterday They Were Businessmen. Today They're Cowboys. Tomorrow They'll Be Walking Funny.,City Slickers,6.2,232.0,1991,6,7,150156,City Slickers Collection
6000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",27549,4.038283,869325,107.0,,Beastmaster 2: Through the Portal of Time,4.6,17.0,1991,6,8,106000,Beastmaster Collection
23000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",37137,9.794569,192030411,85.0,If you see only one movie this year...you ought to get out more often,The Naked Gun 2½: The Smell of Fear,6.6,556.0,1991,6,28,37139,Naked Gun Collection
5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",24331,2.201123,14225876,104.0,He can make you do anything...if he puts his mind to it.,Scanners II: The New Order,4.6,22.0,1991,6,28,88574,Scanners Collection
102000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",280,22.661695,520000000,137.0,It's nothing personal.,Terminator 2: Judgment Day,7.7,4274.0,1991,7,1,528,The Terminator Collection
15000000,"[{'id': 35, 'name': 'Comedy'}]",28597,8.142992,32704700,90.0,,Problem Child 2,5.2,101.0,1991,7,3,180854,Problem Child Collection
20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1649,7.256293,38000000,98.0,Once... they made history. Now... they are history.,Bill & Ted's Bogus Journey,5.9,311.0,1991,7,19,91746,Bill & Ted's Most Excellent Collection
26000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",9595,11.026793,181096164,84.0,The mother of all movies.,Hot Shots!,6.4,588.0,1991,7,31,52988,Hot Shots! Collection
11000000,"[{'id': 12, 'name': 'Adventure'}]",13888,8.929393,2807854,98.0,"Return to the Romance, Return to the Adventure...",Return to the Blue Lagoon,5.2,156.0,1991,8,2,59586,The Blue Lagoon collection
13000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",11187,24.515462,20560255,90.0,Chucky has a new playmate.,Child's Play 3,5.5,274.0,1991,8,30,10455,Child's Play Collection
10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",11284,11.560358,34872033,89.0,They saved the best for last.,Freddy's Dead: The Final Nightmare,5.1,280.0,1991,9,5,8581,A Nightmare on Elm Street Collection
30000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",2907,12.962525,191502426,99.0,Weird Is Relative,The Addams Family,6.7,871.0,1991,11,22,11716,Addams Family Collection
27000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",174,5.90057,96888996,113.0,The battle for peace has begun.,Star Trek VI: The Undiscovered Country,6.7,421.0,1991,12,5,151,Star Trek: The Original Series Collection
12000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",36679,1.541436,11000000,103.0,Century's End - the Greatest Battle Begins.,Godzilla vs. King Ghidorah,6.2,28.0,1991,12,14,374511,Godzilla (Heisei) Collection
20000000,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",8872,10.180776,183097323,94.0,You'll laugh. You'll cry. You'll hurl.,Wayne's World,6.5,738.0,1992,2,14,8979,Wayne's World Collection
10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",10163,6.685948,32100816,108.0,God made him simple. Science made him a god.,The Lawnmower Man,5.4,198.0,1992,3,5,124935,The Lawnmower Man Collection
49000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",402,16.628427,352927224,127.0,A brutal murder. A brilliant killer. A cop who can't resist the danger.,Basic Instinct,6.5,869.0,1992,3,20,86336,Basic Instinct Collection
35000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",943,10.786007,321700000,118.0,The magic is back again!,Lethal Weapon 3,6.4,824.0,1992,5,15,945,Lethal Weapon Collection
50000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",8077,17.126768,159773545,114.0,The bitch is back.,Alien³,6.2,1664.0,1992,5,22,8091,Alien Collection
31000000,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",2005,18.83065,231605150,100.0,No booze! No sex! No drugs!... No way!,Sister Act,6.5,713.0,1992,5,28,103573,Sister Act Collection
45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9869,11.075674,178100000,117.0,Not for honor. Not for country. For his wife and child.,Patriot Games,6.4,440.0,1992,6,4,192492,The Jack Ryan Collection
80000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",364,15.001681,280000000,126.0,"The Bat, the Cat, the Penguin.",Batman Returns,6.6,1706.0,1992,6,19,120794,Batman Collection
900000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",11134,6.751864,20500000,95.0,"There's never a cop around when you need one, but when this cop's around, all you need is one.",Police Story 3: Supercop,6.7,109.0,1992,7,4,269098,Police Story Collection
23000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}]",9349,8.035769,94999898,102.0,The future has a bad attitude.,Universal Soldier,5.8,382.0,1992,7,10,10713,Universal Soldier Collection
40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",11158,12.337898,58662452,89.0,The BIG Laughs Start January 6th!,Honey I Blew Up the Kid,4.8,272.0,1992,7,16,72119,"Honey, I Shrunk the Kids Collection"
6500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",16314,11.035859,29000301,84.0,Crosses Teenage Mutant Ninja Turtles and Home Alone!,3 Ninjas,5.5,102.0,1992,8,7,71458,3 Ninjas Collection
8000000,"[{'id': 27, 'name': 'Horror'}]",10906,6.823445,17092453,100.0,Raise Some Hell.,Pet Sematary II,5.0,107.0,1992,8,28,10789,Pet Sematary Collection
7225,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9367,9.972591,2000000,81.0,"He didn't come looking for trouble, but trouble came looking for him.",El Mariachi,6.6,243.0,1992,9,4,9649,Mexico Trilogy
5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",11569,6.546551,12534961,93.0,"What started in hell, will end on Earth",Hellraiser III: Hell on Earth,5.3,160.0,1992,9,11,8917,Hellraiser Collection
35000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",8845,9.918269,156563139,103.0,It's not a job... It's an Adventure!,Under Siege,6.1,405.0,1992,10,8,112399,Under Siege Collection
11000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",766,10.704612,21502976,81.0,Trapped in time. Surrounded by evil. Low on gas.,Army of Darkness,7.3,852.0,1992,10,9,1960,Evil Dead Collection
18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",772,13.293722,358994850,120.0,He's up past his bedtime in the city that never sleeps.,Home Alone 2: Lost in New York,6.3,2459.0,1992,11,19,9888,Home Alone Collection
12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",10437,14.630571,27300000,85.0,,The Muppet Christmas Carol,7.2,217.0,1992,12,10,256377,The Muppet Collection
25000000,"[{'id': 35, 'name': 'Comedy'}]",46828,3.372523,2438031,93.0,Inspector Clouseau's biggest mistake lives on!,Son of the Pink Panther,3.8,44.0,1993,1,1,937,The Pink Panther (Original) Collection
1000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11811,9.096254,8600000,92.0,Your luck just ran out.,Leprechaun,5.1,120.0,1993,1,8,19285,Leprechaun Collection (Original Series)
9500000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",11687,7.326169,98800000,107.0,They Weren't Born Yesterday!,The Visitors,7.1,433.0,1993,1,27,52888,The Visitors Collection
900000,"[{'id': 27, 'name': 'Horror'}]",25748,8.357875,6980986,92.0,These children are home alone too. But their parents are never coming back.,Children of the Corn II: The Final Sacrifice,4.5,50.0,1993,1,29,115225,Children of the Corn Collection
21000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1499,8.13688,42273609,96.0,The Turtles Are Back....In Time.,Teenage Mutant Ninja Turtles III,5.1,189.0,1993,3,17,1582,Teenage Mutant Ninja Turtles (Original) Collection
22000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5550,8.685798,10696210,104.0,He's back to lay down the law.,RoboCop 3,4.2,309.0,1993,4,17,5547,RoboCop Collection
3000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",24126,3.905507,3902679,98.0,,Warlock: The Armageddon,5.2,39.0,1993,5,1,87536,Warlock Collection
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",9255,13.482371,133752825,86.0,Just deux it.,Hot Shots! Part Deux,6.2,463.0,1993,5,21,52988,Hot Shots! Collection
63000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",329,8.863776,920100000,127.0,An adventure 65 million years in the making.,Jurassic Park,7.6,4956.0,1993,6,11,328,Jurassic Park Collection
7000000,"[{'id': 35, 'name': 'Comedy'}]",8494,7.348632,12741891,97.0,You don't have to stop partying just because you've stopped breathing.,Weekend at Bernie's II,4.9,74.0,1993,7,9,118221,Weekend at Bernie's Collection
20000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",1634,5.990572,153698625,112.0,How far would you go for a friend?,Free Willy,6.0,429.0,1993,7,16,9328,Free Willy Collection
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",9409,12.967239,30008496,105.0,"They're on the look out for thrills, action and adventure.",Another Stakeout,4.9,58.0,1993,7,22,162028,Stakeout Collection
44000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",5503,10.08937,183875799,130.0,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,The Fugitive,7.2,1240.0,1993,8,6,134011,The Fugitive / U.S. Marshals Collection
3000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10285,9.223325,15935068,87.0,Evil has finally found a home.,Jason Goes to Hell: The Final Friday,4.2,197.0,1993,8,13,9735,Friday the 13th Collection
2000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}]",28260,9.796755,54207,97.0,She's to die for.,Return of the Living Dead 3,5.9,88.0,1993,10,1,101471,Return of the Living Dead Collection
1000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",38955,1.262539,1200000,104.0,Only One Force Can Stop This Crime Wave....And She's One Tough Cop!,Project S,5.8,12.0,1993,10,21,269098,Police Story Collection
22000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",11982,9.016076,10300000,96.0,The World's Favorite Family is Back.,Look Who's Talking Now!,4.7,200.0,1993,11,5,9521,Look Who's Talking Collection
47000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2758,17.555909,48919043,94.0,The Family Just Got A Little Stranger,Addams Family Values,6.5,537.0,1993,11,19,11716,Addams Family Collection
38000000,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",6279,12.986842,57319029,107.0,,Sister Act 2: Back in the Habit,5.9,384.0,1993,12,9,103573,Sister Act Collection
40000000,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",8873,10.931683,48198019,95.0,You'll laugh again! You'll cry again!! You'll hurl again!!!,Wayne's World 2,5.8,281.0,1993,12,10,8979,Wayne's World Collection
9500000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10769, 'name': 'Foreign'}, {'id': 878, 'name': 'Science Fiction'}]",6593,2.13239,18000000,108.0,"In this fight, all will be over.",Godzilla vs. Mechagodzilla II,6.7,26.0,1993,12,11,374511,Godzilla (Heisei) Collection
35100000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",11520,7.529482,70200000,103.0,The best of enemies until something came between them.,Grumpy Old Men,6.5,176.0,1993,12,25,119050,Grumpy Old Men Collection
600000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",16780,6.854576,186000,95.0,"If looks could kill, he wouldn't need a chainsaw.",Texas Chainsaw Massacre: The Next Generation,3.9,96.0,1994,1,1,111751,Texas Chainsaw Massacre Collection
5000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",34746,3.595599,1702394,95.0,No judge. No jury. No appeals. No deals.,Death Wish 5: The Face of Death,5.0,46.0,1994,1,14,14377,Death Wish Collection
15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",3049,11.247957,107217396,86.0,"He's the best there is! (Actually, he's the only one there is.)",Ace Ventura: Pet Detective,6.4,1684.0,1994,2,4,3167,Ace Ventura Collection
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",36593,10.587232,132032598,83.0,"A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!",The Naked Gun 33⅓: The Final Insult,6.4,535.0,1994,3,18,37139,Naked Gun Collection
25000000,"[{'id': 35, 'name': 'Comedy'}]",11067,7.989181,30626182,105.0,The dream team is back!,Major League II,5.2,83.0,1994,3,30,97771,Major League Collection
2000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",18009,3.3924,2300000,85.0,This time... luck has nothing to do with it.,Leprechaun 2,4.8,51.0,1994,4,7,19285,Leprechaun Collection (Original Series)
20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",18885,3.775127,11798854,93.0,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",3 Ninjas Kick Back,4.6,50.0,1994,5,6,71458,3 Ninjas Collection
23000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",9495,15.799336,93722164,102.0,Real love is forever.,The Crow,7.3,980.0,1994,5,11,9436,The Crow Collection
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",306,11.787784,119208989,104.0,,Beverly Hills Cop III,5.5,445.0,1994,5,24,85861,Beverly Hills Cop Collection
