budget,id,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror
20000000,579,11.21306,187884007,116.0,Jaws 2,5.9,412.0,1978,6,16,2366,The Jaws Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20500000,17692,16.603041,87987055,99.0,Jaws 3-D,4.2,266.0,1983,3,16,2366,The Jaws Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58500000,2899,11.117405,128027976,108.0,Asterix & Obelix: Mission Cleopatra,7.2,782.0,2002,1,29,2396,Asterix and Obelix Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
97250400,2395,9.671944,132900000,116.0,Asterix at the Olympic Games,5.0,486.0,2008,1,13,2396,Asterix and Obelix Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
115000000,1995,15.851722,274700000,100.0,Lara Croft: Tomb Raider,5.7,2235.0,2001,6,11,2467,Tomb Raider Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14000000,4232,13.326443,173046663,111.0,Scream,7.0,1520.0,1996,12,20,2602,Scream Collection,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24000000,4233,11.264845,172363301,120.0,Scream 2,6.1,856.0,1997,12,9,2602,Scream Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40000000,4234,9.738371,161834276,116.0,Scream 3,5.7,749.0,2000,2,3,2602,Scream Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23000000,2787,6.424399,53187659,108.0,Pitch Black,6.7,1812.0,2000,2,18,2794,The Chronicles of Riddick Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
105000000,2789,5.060352,115772733,119.0,The Chronicles of Riddick,6.3,1593.0,2004,6,11,2794,The Chronicles of Riddick Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11000000,2105,18.344227,235483004,95.0,American Pie,6.4,2358.0,1999,7,9,2806,American Pie Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30000000,2770,10.25103,287553595,108.0,American Pie 2,6.0,1375.0,2001,8,10,2806,American Pie Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
55000000,8273,14.397139,231449203,103.0,American Wedding,6.0,1158.0,2003,8,1,2806,American Pie Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30000000,24,25.261865,180906076,111.0,Kill Bill: Vol. 1,7.7,5091.0,2003,10,10,2883,Kill Bill Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,620,22.089729,296578797,107.0,Ghostbusters,7.3,2431.0,1984,6,7,2980,Ghostbusters Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37000000,2978,16.414239,215394738,108.0,Ghostbusters II,6.3,1131.0,1989,6,15,2980,Ghostbusters Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10000000,3040,8.803869,50336279,114.0,Night Watch,6.3,212.0,2004,6,27,3106,World of Watches Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,3049,11.247957,107217396,86.0,Ace Ventura: Pet Detective,6.4,1684.0,1994,2,4,3167,Ace Ventura Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
71000000,3050,9.439079,294500000,85.0,Doctor Dolittle,5.4,705.0,1998,6,22,3169,Dr. Dolittle Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
17000000,3597,7.417157,125586134,100.0,I Know What You Did Last Summer,5.6,698.0,1997,10,17,3601,I Know What You Did Last Summer Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19000000,4247,12.446738,278019771,88.0,Scary Movie,6.0,1468.0,2000,7,7,4246,Scary Movie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45000000,4248,10.869056,141220678,83.0,Scary Movie 2,5.4,1019.0,2001,7,4,4246,Scary Movie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48000000,4256,11.142209,220673217,84.0,Scary Movie 3,5.8,948.0,2003,10,24,4246,Scary Movie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45000000,4257,13.096692,178262620,83.0,Scary Movie 4,5.3,779.0,2006,4,13,4246,Scary Movie Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000000,62,22.494622,71923560,149.0,2001: A Space Odyssey,7.9,3075.0,1968,4,10,4438,The Space Odyssey Series,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
4000000,4689,6.314697,1954937,121.0,Sympathy for Mr. Vengeance,7.3,302.0,2002,3,29,4563,The Vengeance Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15000000,1368,14.778884,125212904,93.0,First Blood,7.2,1523.0,1982,10,22,5039,Rambo Collection,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44000000,1369,11.924462,300400432,96.0,Rambo: First Blood Part II,6.3,884.0,1985,5,21,5039,Rambo Collection,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
63000000,1370,11.624866,189015611,102.0,Rambo III,5.7,703.0,1988,5,24,5039,Rambo Collection,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13000000,5548,13.485583,53424681,102.0,RoboCop,7.1,1494.0,1987,7,17,5547,RoboCop Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35000000,5549,10.969876,45681173,117.0,RoboCop 2,5.6,498.0,1990,6,22,5547,RoboCop Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
22000000,5550,8.685798,10696210,104.0,RoboCop 3,4.2,309.0,1993,4,17,5547,RoboCop Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
19000000,8009,16.870392,12900000,116.0,Highlander,6.8,642.0,1986,3,7,8050,Highlander Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34000000,8010,8.032638,15600000,91.0,Highlander II: The Quickening,4.5,213.0,1991,1,30,8050,Highlander Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30000000,8011,6.866634,36700000,99.0,Highlander: The Final Dimension,4.5,110.0,1994,11,29,8050,Highlander Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25000000,12211,11.430964,15800000,87.0,Highlander: Endgame,4.4,107.0,2000,9,1,8050,Highlander Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11000000,348,23.37742,104931801,117.0,Alien,7.9,4564.0,1979,5,25,8091,Alien Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
18500000,679,21.761179,183316455,137.0,Aliens,7.7,3282.0,1986,7,18,8091,Alien Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
50000000,8077,17.126768,159773545,114.0,Alien³,6.2,1664.0,1992,5,22,8091,Alien Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
59000000,425,17.328902,383257136,81.0,Ice Age,7.1,3954.0,2002,3,10,8354,Ice Age Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
80000000,950,16.646029,660998756,91.0,Ice Age: The Meltdown,6.5,3034.0,2006,3,23,8354,Ice Age Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
90000000,8355,12.980624,886686817,94.0,Ice Age: Dawn of the Dinosaurs,6.5,2330.0,2009,6,29,8354,Ice Age Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
95000000,57800,13.26958,877244782,88.0,Ice Age: Continental Drift,6.2,2731.0,2012,6,26,8354,Ice Age Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
55000000,1924,15.460102,300500000,143.0,Superman,6.9,1042.0,1978,12,13,8537,Superman Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54000000,8536,10.301621,190458706,127.0,Superman II,6.5,642.0,1980,12,4,8537,Superman Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
39000000,9531,9.614638,80200000,125.0,Superman III,5.3,500.0,1983,6,17,8537,Superman Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
17000000,11411,7.990679,36681020,90.0,Superman IV: The Quest for Peace,4.1,327.0,1987,7,23,8537,Superman Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
8000000,1885,7.64499,130442786,126.0,The Karate Kid,6.9,913.0,1984,6,22,8580,The Karate Kid Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13000000,8856,9.231318,115103979,113.0,"The Karate Kid, Part II",5.9,457.0,1986,6,18,8580,The Karate Kid Collection,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
12500000,10495,6.441664,38956288,112.0,"The Karate Kid, Part III",5.5,311.0,1989,6,29,8580,The Karate Kid Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1800000,377,13.694713,57004513,91.0,A Nightmare on Elm Street,7.2,1212.0,1984,11,14,8581,A Nightmare on Elm Street Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000000,10014,8.668146,29999213,87.0,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,367.0,1985,10,31,8581,A Nightmare on Elm Street Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4450000,10072,10.035081,44793222,96.0,A Nightmare on Elm Street 3: Dream Warriors,6.5,363.0,1987,2,27,8581,A Nightmare on Elm Street Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6500000,10131,8.120317,49369899,99.0,A Nightmare on Elm Street 4: The Dream Master,5.8,287.0,1988,8,19,8581,A Nightmare on Elm Street Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8000000,10160,7.534739,22168359,89.0,A Nightmare on Elm Street 5: The Dream Child,5.5,251.0,1989,8,11,8581,A Nightmare on Elm Street Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10000000,11284,11.560358,34872033,89.0,Freddy's Dead: The Final Nightmare,5.1,280.0,1991,9,5,8581,A Nightmare on Elm Street Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8000000,11596,9.860522,18090181,112.0,New Nightmare,6.4,297.0,1994,10,13,8581,A Nightmare on Elm Street Collection,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
150000000,1858,5.587707,709709780,144.0,Transformers,6.6,4113.0,2007,6,27,8650,Transformers Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
200000000,8373,4.351756,836303693,150.0,Transformers: Revenge of the Fallen,6.0,3192.0,2009,6,19,8650,Transformers Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
195000000,38356,4.503505,1123794079,154.0,Transformers: Dark of the Moon,6.1,3351.0,2011,6,28,8650,Transformers Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
210000000,91314,18.495599,1104054072,165.0,Transformers: Age of Extinction,5.8,3136.0,2014,6,25,8650,Transformers Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
23000000,9532,14.961416,112900000,98.0,Final Destination,6.4,1416.0,2000,3,16,8864,Final Destination Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26000000,9358,12.638573,90900000,90.0,Final Destination 2,5.9,1046.0,2003,1,31,8864,Final Destination Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25000000,9286,11.872997,118900000,93.0,Final Destination 3,5.8,1000.0,2006,2,10,8864,Final Destination Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40000000,19912,8.805723,186200000,82.0,The Final Destination,5.4,851.0,2009,8,26,8864,Final Destination Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1000000,9003,10.81305,14575193,94.0,Hellraiser,6.9,464.0,1987,9,11,8917,Hellraiser Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000000,9064,8.541732,12090735,97.0,Hellbound: Hellraiser II,6.3,227.0,1988,12,23,8917,Hellraiser Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5000000,11569,6.546551,12534961,93.0,Hellraiser III: Hell on Earth,5.3,160.0,1992,9,11,8917,Hellraiser Collection,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000000,9792,18.960549,69623713,107.0,The Hills Have Eyes,6.1,726.0,2006,3,10,8918,The Hills Have Eyes (Reboot) Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000000,634,10.780524,281929795,97.0,Bridget Jones's Diary,6.6,1397.0,2001,4,13,8936,Bridget Jones Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
40000000,9801,7.78817,265126918,108.0,Bridget Jones: The Edge of Reason,6.1,775.0,2004,11,10,8936,Bridget Jones Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
350000,9659,11.412619,100000000,93.0,Mad Max,6.6,1235.0,1979,4,12,8945,Mad Max Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2000000,8810,11.189831,24600832,95.0,Mad Max 2: The Road Warrior,7.3,981.0,1981,12,24,8945,Mad Max Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
10000000,9355,12.689648,36230219,107.0,Mad Max Beyond Thunderdome,5.9,765.0,1985,6,29,8945,Mad Max Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
20000000,8872,10.180776,183097323,94.0,Wayne's World,6.5,738.0,1992,2,14,8979,Wayne's World Collection,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20000000,1634,5.990572,153698625,112.0,Free Willy,6.0,429.0,1993,7,16,9328,Free Willy Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13000000,11967,9.905174,44700000,107.0,Young Guns,6.6,262.0,1988,8,12,9329,Young Guns Collection,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
5000000,9671,7.791212,328203506,97.0,Crocodile Dundee,6.3,512.0,1986,9,26,9332,Crocodile Dundee Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14000000,9396,8.948565,239606210,110.0,Crocodile Dundee II,5.5,310.0,1988,5,19,9332,Crocodile Dundee Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4500000,9336,8.354488,81198894,96.0,Police Academy,6.5,614.0,1984,3,22,9338,Police Academy Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7600000,10157,9.021668,55600000,87.0,Police Academy 2: Their First Assignment,5.6,349.0,1985,3,28,9338,Police Academy Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000000,12118,7.10005,107600000,83.0,Police Academy 3: Back in Training,5.5,259.0,1986,3,20,9338,Police Academy Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17000000,10587,5.952392,76800000,88.0,Police Academy 4: Citizens on Patrol,4.9,261.0,1987,4,2,9338,Police Academy Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14000000,11825,10.278957,19510371,90.0,Police Academy 5: Assignment Miami Beach,4.7,195.0,1988,3,17,9338,Police Academy Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15000000,11895,5.612379,33200000,84.0,Police Academy 6: City Under Siege,4.7,183.0,1989,3,9,9338,Police Academy Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30000000,9598,14.404764,254100000,89.0,Babe,6.0,756.0,1995,7,18,9435,Babe Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
23000000,9495,15.799336,93722164,102.0,The Crow,7.3,980.0,1994,5,11,9436,The Crow Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38000000,9799,1.406181,207283925,106.0,The Fast and the Furious,6.6,3485.0,2001,6,22,9485,The Fast and the Furious Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76000000,584,2.32462,236350661,107.0,2 Fast 2 Furious,6.2,2087.0,2003,6,5,9485,The Fast and the Furious Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000,9615,2.238808,158964610,104.0,The Fast and the Furious: Tokyo Drift,6.1,1749.0,2006,6,3,9485,The Fast and the Furious Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
85000000,13804,1.498902,363164265,107.0,Fast & Furious,6.5,2426.0,2009,4,2,9485,The Fast and the Furious Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
125000000,51497,1.420361,626100000,130.0,Fast Five,7.1,2491.0,2011,4,20,9485,The Fast and the Furious Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160000000,82992,1.657637,788700000,130.0,Fast & Furious 6,6.7,5282.0,2013,5,6,9485,The Fast and the Furious Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190000000,168259,27.275687,1515400000,137.0,Furious 7,7.3,4253.0,2015,4,1,9485,The Fast and the Furious Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21000000,4108,13.217421,43900000,92.0,The Transporter,6.6,1724.0,2002,10,2,9518,The Transporter Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,9335,11.359659,89100000,87.0,Transporter 2,6.2,1076.0,2005,8,2,9518,The Transporter Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,13387,9.296824,109000000,104.0,Transporter 3,5.9,1110.0,2008,11,26,9518,The Transporter Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7500000,9494,5.795045,297000000,93.0,Look Who's Talking,5.8,546.0,1989,10,12,9521,Look Who's Talking Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12000000,9356,6.42968,120900000,81.0,Look Who's Talking Too,5.0,317.0,1990,12,14,9521,Look Who's Talking Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7225,9367,9.972591,2000000,81.0,El Mariachi,6.6,243.0,1992,9,4,9649,Mexico Trilogy,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7000000,8068,6.950458,25400000,104.0,Desperado,6.8,898.0,1995,8,25,9649,Mexico Trilogy,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
550000,4488,12.146747,59754601,95.0,Friday the 13th,6.4,622.0,1980,5,9,9735,Friday the 13th Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1250000,9725,8.710824,21722776,87.0,Friday the 13th Part 2,6.0,321.0,1981,5,1,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2200000,9728,7.99229,36690067,95.0,Friday the 13th Part III,5.7,257.0,1982,8,13,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2200000,9730,10.175913,32981717,91.0,Friday the 13th: The Final Chapter,5.9,241.0,1984,4,13,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2200000,9731,9.094477,21930418,92.0,Friday the 13th: A New Beginning,5.1,200.0,1985,3,22,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000000,10225,8.122042,19472525,86.0,Friday the 13th Part VI: Jason Lives,5.7,219.0,1986,8,1,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2800000,10281,7.909022,19170001,88.0,Friday the 13th Part VII: The New Blood,5.3,196.0,1988,5,13,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5300000,10283,7.743144,14343976,100.0,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,194.0,1989,7,28,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000000,10285,9.223325,15935068,87.0,Jason Goes to Hell: The Final Friday,4.2,197.0,1993,8,13,9735,Friday the 13th Collection,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11000000,11470,7.793873,16951798,91.0,Jason X,4.5,298.0,2001,7,24,9735,Friday the 13th Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30000000,6466,14.015739,116643421,97.0,Freddy vs. Jason,5.8,608.0,2003,8,15,9735,Friday the 13th Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000000,11454,0.338943,8620929,119.0,Manhunter,6.8,340.0,1986,8,14,9743,The Hannibal Lecter Anthology,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19000000,274,4.307222,272742922,119.0,The Silence of the Lambs,8.1,4549.0,1991,2,1,9743,The Hannibal Lecter Anthology,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87000000,9740,2.48875,351692268,131.0,Hannibal,6.4,1296.0,2001,2,8,9743,The Hannibal Lecter Anthology,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
78000000,9533,2.968157,209196298,124.0,Red Dragon,6.7,1142.0,2002,9,29,9743,The Hannibal Lecter Anthology,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100000000,9738,19.382082,333535934,106.0,Fantastic Four,5.5,3040.0,2005,6,29,9744,Fantastic Four Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
18000000,9312,10.870138,122195920,101.0,Mortal Kombat,5.4,452.0,1995,8,18,9818,Mortal Kombat Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,9348,13.492845,113400000,108.0,Species,5.5,457.0,1995,7,7,9887,Species Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
18000000,771,0.702543,476684675,103.0,Home Alone,7.1,2487.0,1990,11,9,9888,Home Alone Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18000000,772,13.293722,358994850,120.0,Home Alone 2: Lost in New York,6.3,2459.0,1992,11,19,9888,Home Alone Collection,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
30000000,862,21.946943,394436586,81.0,Toy Story,7.7,5415.0,1995,10,30,10194,Toy Story Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
90000000,863,17.547693,497375381,92.0,Toy Story 2,7.3,3914.0,1999,10,30,10194,Toy Story Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
10700000,609,11.776326,122200000,114.0,Poltergeist,7.1,811.0,1982,6,4,10453,Poltergeist Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19000000,11133,6.701138,40996665,91.0,Poltergeist II: The Other Side,5.8,172.0,1986,5,23,10453,Poltergeist Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9000000,10585,19.827546,44196684,87.0,Child's Play,6.3,605.0,1988,11,8,10455,Child's Play Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13000000,11186,14.310479,35763605,84.0,Child's Play 2,5.8,323.0,1990,11,9,10455,Child's Play Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13000000,11187,24.515462,20560255,90.0,Child's Play 3,5.5,274.0,1991,8,30,10455,Child's Play Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25000000,11932,13.018491,50671850,89.0,Bride of Chucky,5.5,366.0,1998,10,16,10455,Child's Play Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12000000,11249,15.216315,24829644,87.0,Seed of Chucky,4.9,302.0,2004,11,11,10455,Child's Play Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
4000000,984,10.255315,35976000,102.0,Dirty Harry,7.4,630.0,1971,12,21,10456,Dirty Harry Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9000000,10649,7.550133,46236000,96.0,The Enforcer,6.7,232.0,1976,12,20,10456,Dirty Harry Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22000000,10650,9.737907,150000000,117.0,Sudden Impact,6.5,210.0,1983,12,7,10456,Dirty Harry Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23000000,9349,8.035769,94999898,102.0,Universal Soldier,5.8,382.0,1992,7,10,10713,Universal Soldier Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
33500000,10366,7.805145,10667893,82.0,Universal Soldier: The Return,4.2,138.0,1999,8,5,10713,Universal Soldier Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14000000,28510,8.226,844447,97.0,Universal Soldier: Regeneration,5.2,114.0,2009,10,1,10713,Universal Soldier Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
11500000,8913,8.365761,57500000,103.0,Pet Sematary,6.4,417.0,1989,4,21,10789,Pet Sematary Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2000000,3980,10.113807,13167232,82.0,Critters,5.9,221.0,1986,4,11,10893,Critters Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2800000,794,16.641277,60922980,111.0,The Omen,7.2,485.0,1976,6,6,10919,The Omen Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6800000,10766,10.235373,26518355,107.0,Damien: Omen II,6.1,170.0,1978,6,9,10919,The Omen Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
