budget,genres,id,popularity,revenue,runtime,tagline,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10768,7.798615,20471382.0,108.0,The power of evil is no longer in the hands of a child.,Omen III: The Final Conflict,5.5,132.0,1981,3,20,10919,The Omen Collection
1000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",11298,6.715512,17985893.0,91.0,Imagine your worst fear a reality,The Howling,6.4,165.0,1981,4,3,174218,The Howling Collection
1250000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9725,8.710824,21722776.0,87.0,The body count continues...,Friday the 13th Part 2,6.0,321.0,1981,5,1,9735,Friday the 13th Collection
6000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",1103,10.124544,50244700.0,99.0,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,Escape from New York,6.9,720.0,1981,5,22,115838,Escape From ... Collection
18000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",85,19.901576,389925971.0,115.0,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders of the Lost Ark,7.7,3949.0,1981,6,12,84,Indiana Jones Collection
18000000.0,"[{'id': 35, 'name': 'Comedy'}]",11286,6.693055,72179579.0,95.0,You'll root for them all...but you'll never guess who wins.,The Cannonball Run,6.2,161.0,1981,6,19,101688,Cannonball Run Collection
28000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",699,9.765123,195312802.0,127.0,"No one comes close to James Bond, 007.",For Your Eyes Only,6.3,497.0,1981,6,23,645,James Bond Collection
100000.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",21137,1.54682,0.0,100.0,,The Decline of Western Civilization,7.5,27.0,1981,7,1,157671,The Decline of Western Civilization Collection
12000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",10948,10.197106,29800000.0,82.0,A story of two friends who didn't know they were supposed to be enemies.,The Fox and the Hound,7.0,884.0,1981,7,10,100970,The Fox and the Hound Collection
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",39229,0.886893,0.0,139.0,,Mobile Suit Gundam II: Soldiers of Sorrow,6.8,9.0,1981,7,11,143302,Mobile Suit Gundam Collection
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",17205,1.213727,0.0,100.0,Warriors of a lost martial art! Hired assassins ...human killing machines!,Enter the Ninja,5.5,26.0,1981,7,17,373538,Enter the Ninja Collection
7000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",13665,14.911301,95461682.0,97.0,"Not everyone who drinks is a poet, some of us drink because we're not.",Arthur,6.5,125.0,1981,7,17,170754,Arthur Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",20075,11.389252,0.0,88.0,The story of two enterprising young men who make an amazing amount of money selling ice cream.,Nice Dreams,6.6,38.0,1981,7,24,33071,Cheech & Chong Collection
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",225,0.886249,0.0,147.0,,Man of Iron,6.1,15.0,1981,7,27,457305,Man of Marble/Iron Collection
9300000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",11827,7.640073,0.0,90.0,A Step Beyond Science Fiction,Heavy Metal,6.3,150.0,1981,8,7,141086,Heavy Metal Collection
0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2264,1.900407,0.0,113.0,,Lola,7.2,17.0,1981,8,20,295862,The BRD Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",103122,1.983089,0.0,0.0,,Desirable Teacher,5.3,18.0,1981,9,19,312882,Pierino - Serie ufficiale
200000.0,"[{'id': 99, 'name': 'Documentary'}]",215407,0.717206,0.0,90.0,"Here at last comes the time of ecstasy, of trances.",Trances,6.4,4.0,1981,10,3,303969,"Martin Scorsese’s World Cinema Project, Vol. 1"
350000.0,"[{'id': 27, 'name': 'Horror'}]",764,10.421679,29400000.0,85.0,The Ultimate Experience In Grueling Terror,The Evil Dead,7.3,913.0,1981,10,15,1960,Evil Dead Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",62894,0.149544,0.0,91.0,,Uuno Turhapuron Aviokriisi,4.3,3.0,1981,10,16,148324,Uuno Turhapuro
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",27997,2.0212,0.0,94.0,"Trust me, I'm a doctor!",Shock Treatment,5.8,17.0,1981,10,30,281644,Rocky Horror Collection
2500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11281,13.501144,25533818.0,92.0,The nightmare isn't over!,Halloween II,6.4,370.0,1981,10,30,91361,Halloween Collection
0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 99, 'name': 'Documentary'}]",15900,1.166911,0.0,85.0,When Make Believe Is Just Not Enough!,Faces of Death II,3.3,15.0,1981,11,10,97237,Faces of Death Collection
4000000.0,"[{'id': 35, 'name': 'Comedy'}]",10246,12.650546,125728258.0,94.0,Keep an eye out for the funniest movie about growing up ever made!,Porky's,6.1,185.0,1981,11,13,109592,Porky's Collection
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",24140,0.355935,0.0,104.0,,Bockerer,6.8,8.0,1981,11,13,98077,Der Bockerer Collection
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",46001,0.098906,0.0,0.0,,Delitto al ristorante cinese,5.8,7.0,1981,11,19,188138,Il Maresciallo Giraldi Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",35343,0.083938,0.0,89.0,,Varning för Jönssonligan,5.8,17.0,1981,12,4,63170,Jönsson Gang
0.0,"[{'id': 35, 'name': 'Comedy'}]",22435,0.804917,0.0,99.0,,Who Pulled the Plug?,5.4,12.0,1981,12,18,169329,Göta kanal collection
2000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",8810,11.189831,24600832.0,95.0,"When all that's left is one last chance, pray that he's still out there ... somewhere!",Mad Max 2: The Road Warrior,7.3,981.0,1981,12,24,8945,Mad Max Collection
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",42137,0.612085,0.0,130.0,,Space Pirate Captain Harlock: Arcadia of My Youth,6.7,9.0,1982,1,1,454520,Captain Harlock Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",38289,0.002538,0.0,98.0,,Eccezzziunale... veramente,5.9,41.0,1982,1,1,444275,Eccezzziunale... veramente Collections
0.0,"[{'id': 28, 'name': 'Action'}]",10275,2.038062,16157801.0,95.0,,The Shaolin Temple,7.2,26.0,1982,1,21,184977,Shaolin Temple Collection
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2262,1.126574,0.0,104.0,,Veronika Voss,7.0,21.0,1982,2,8,295862,The BRD Collection
3000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",17918,9.412377,0.0,91.0,Science changed him into a monster. Love changed him even more!,Swamp Thing,5.4,92.0,1982,2,19,87228,Swamp Thing Collection
0.0,[],34075,0.311312,0.0,60.0,,Beyond Witch Mountain,6.0,1.0,1982,2,20,90348,Witch Mountain Collection
2000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",14373,7.965003,45000000.0,88.0,First His Wife. Now His Daughter. It's Time To Even The Score!,Death Wish 2,6.1,74.0,1982,2,20,14377,Death Wish Collection
3500000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 10749, 'name': 'Romance'}]",24266,3.382894,20659423.0,104.0,The story of a boy suddenly alone in the world. The men who challenge him. And the girl who helps him become a man.,The Man from Snowy River,6.9,38.0,1982,3,2,89272,The Man From Snowy River Collection
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",39230,0.149422,0.0,144.0,,Mobile Suit Gundam III: Encounters in Space,6.5,10.0,1982,3,13,143302,Mobile Suit Gundam Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",65452,0.004425,0.0,108.0,"He's Too Fast, Two Fisted ...",Penitentiary II,3.0,1.0,1982,4,2,380822,Penitenciaría - Colección
20000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",9387,10.52008,79114085.0,129.0,Thief. Warrior. Gladiator. King.,Conan the Barbarian,6.6,663.0,1982,4,2,43055,Conan the Barbarian Collection
35000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",27813,6.631724,0.0,91.0,"The tenant in room 7 is very small, very twisted and very mad.",Basket Case,6.2,75.0,1982,4,14,104716,Basket Case Collection
0.0,[],129689,1e-06,0.0,113.0,,"I Are You, You Am Me",5.0,1.0,1982,4,17,314042,Onomichi Trilogy
0.0,"[{'id': 28, 'name': 'Action'}]",66209,0.000308,0.0,87.0,,Perils of the Sentimental Swordsman,4.8,2.0,1982,5,13,385639,The Sentimental Swordsman Collection
17000000.0,"[{'id': 18, 'name': 'Drama'}]",1371,11.673366,270000000.0,99.0,The greatest challenge.,Rocky III,6.6,894.0,1982,5,28,1575,Rocky Collection
12000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",154,7.160236,96800000.0,113.0,At the end of the universe lies the beginning of vengeance.,Star Trek II: The Wrath of Khan,7.3,688.0,1982,6,3,151,Star Trek: The Original Series Collection
10700000.0,"[{'id': 27, 'name': 'Horror'}]",609,11.776326,122200000.0,114.0,They're here.,Poltergeist,7.1,811.0,1982,6,4,10453,Poltergeist Collection
0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",11314,8.802715,1723872.0,87.0,"Until now, you've never really seen the world you live in.",Koyaanisqatsi,7.7,140.0,1982,6,6,173344,Qatsi Collection
13200000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",9037,14.202364,15171476.0,115.0,The Music and Feeling go on Forever.,Grease 2,4.9,185.0,1982,6,11,86083,Grease Collection
7000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",11704,10.812275,14665733.0,82.0,Right before your eyes and beyond your wildest dreams.,The Secret of NIMH,7.5,186.0,1982,6,17,141292,The Secret Of NIMH Collection
50000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",15739,8.997507,57059003.0,127.0,The movie of 'Tomorrow',Annie,6.2,203.0,1982,6,18,312735,Annie Collection
28000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",78,96.272374,33139618.0,117.0,Man has made his match... now it's his problem.,Blade Runner,7.9,3833.0,1982,6,25,422837,Blade Runner Collection
15000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",1091,16.83125,19629760.0,109.0,Man is The Warmest Place to Hide.,The Thing,7.8,1629.0,1982,6,25,479888,The Thing Collection
17000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",97,16.574021,33000000.0,96.0,A world inside the computer where man has never been.  Until now.,Tron,6.6,717.0,1982,7,9,63043,TRON Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",23943,3.435989,0.0,98.0,They're getting a little behind in their classwork.,Zapped!,5.1,38.0,1982,7,23,137766,Zapped Collection
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",52113,0.014895,0.0,0.0,,Delitto sull'autostrada,6.9,7.0,1982,7,31,188138,Il Maresciallo Giraldi Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",20197,9.442756,21134374.0,90.0,The original HIGH Rollers hit the strip!,Things Are Tough All Over,6.1,25.0,1982,8,4,33071,Cheech & Chong Collection
4000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9728,7.99229,36690067.0,95.0,There's nowhere to hide. We dare you to try.,Friday the 13th Part III,5.7,257.0,1982,8,13,9735,Friday the 13th Collection
4300000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",11564,4.821182,0.0,98.0,Class of 1984. Is this the future?,Class of 1984,6.2,67.0,1982,8,20,164397,Class of 1999 Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",16441,5.577636,14056528.0,118.0,"Born with the courage of an eagle, the strength of a black tiger, and the power of a god.",The Beastmaster,6.0,99.0,1982,8,20,106000,Beastmaster Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",61755,8.273556,0.0,89.0,The first to die were the lucky ones!,1990: The Bronx Warriors,4.2,18.0,1982,8,22,324371,The Riffs Trilogy
0.0,"[{'id': 35, 'name': 'Comedy'}]",62897,0.009113,0.0,0.0,,Uuno Turhapuro menettää muistinsa,5.5,4.0,1982,9,17,148324,Uuno Turhapuro
0.0,"[{'id': 35, 'name': 'Comedy'}]",29224,1.040732,0.0,106.0,,Jönssonligan & DynamitHarry,5.0,13.0,1982,9,17,63170,Jönsson Gang
0.0,"[{'id': 27, 'name': 'Horror'}]",16235,12.10181,12534817.0,104.0,Don't forget to check under the bed...,Amityville II: The Possession,5.9,59.0,1982,9,24,397842,The Amityville Horror Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",11915,4.724443,0.0,100.0,,The Gendarme and the Gendarmettes,6.2,89.0,1982,10,3,10517,Le Gendarme de St. Tropez Collection
0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",40075,0.878669,0.0,98.0,He was born to wield the mighty sword of Thoren.,"Ator, the Fighting Eagle",3.6,13.0,1982,10,7,48194,Ator Collection
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",34506,0.933868,0.0,59.0,,George Carlin: Carlin at Carnegie,7.1,8.0,1982,10,10,479319,George Carlin Comedy Collection
2500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",10676,6.066618,14400000.0,98.0,...and now the earth will run with blood again!,Halloween III: Season of the Witch,5.0,232.0,1982,10,22,91361,Halloween Collection
15000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",1368,14.778884,125212904.0,93.0,This time he's fighting for his life.,First Blood,7.2,1523.0,1982,10,22,5039,Rambo Collection
0.0,"[{'id': 878, 'name': 'Science Fiction'}]",20787,1.125238,0.0,91.0,,The Man Who Saves The World,5.8,12.0,1982,11,4,423877,Turkish Star Wars
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",28574,1.010907,0.0,99.0,"The strong ones take, the weak ones give.",Caged Women,4.0,7.0,1982,11,10,227140,Black Emanuelle Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",24830,1.223424,16894678.0,85.0,A chopstick comedy!,They Call Me Bruce?,5.2,11.0,1982,11,10,315750,They Call Me Bruce Collection
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",27475,6.133484,0.0,77.0,Close your eyes for a second... and sleep forever.,The Slumber Party Massacre,5.7,61.0,1982,11,12,138971,The Slumber Party Massacre Collection
8000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",16281,10.434018,21028755.0,120.0,The Most Fun You'll Ever Have... BEING SCARED!,Creepshow,6.7,228.0,1982,11,12,107725,Creepshow Collection
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",9699,4.918228,9056073.0,96.0,The Newest and Funniest 'Panther' of them all.,Trail of the Pink Panther,4.9,63.0,1982,12,3,937,The Pink Panther (Original) Collection
0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",25834,3.267125,0.0,83.0,Some extra-terrestrials aren't friendly.,Xtro,5.4,37.0,1982,12,6,114915,Xtro Collection
12000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",150,15.297121,78868508.0,96.0,One Cop. One Con. No Mercy.,48 Hrs.,6.5,364.0,1982,12,7,93295,48 Hrs. Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",171,4.964833,0.0,109.0,,The Party 2,6.3,134.0,1982,12,8,41649,The Party Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",2665,7.181664,27150534.0,85.0,For the ride of your life... All you need for Christmas are your two front seats!,Airplane II: The Sequel,6.0,276.0,1982,12,10,91663,Airplane Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",31264,3.169575,0.0,92.0,Warrior. Magician. Hero. Thief. They called him... The Blade Master,The Blade Master,1.9,15.0,1982,12,13,48194,Ator Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",13396,7.373338,0.0,26.0,,The Snowman,7.5,63.0,1982,12,26,394204,The Snowman Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",25539,2.272623,0.0,108.0,,Winners & Sinners,6.3,33.0,1983,1,1,300431,Lucky Stars Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",60038,0.28369,0.0,0.0,,Il tassinaro,6.5,10.0,1983,1,1,444377,Il tassinaro
0.0,"[{'id': 35, 'name': 'Comedy'}]",26285,4.434073,0.0,85.0,,Fantozzi Still Suffers,6.4,77.0,1983,1,1,41658,Fantozzi Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",38155,1.401607,0.0,95.0,,Zu: Warriors from the Magic Mountain,6.6,14.0,1983,2,5,385721,Zu Warriors Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",36912,3.659745,6347072.0,102.0,The con is on... place your bets!,The Sting II,4.5,12.0,1983,2,18,330605,The Sting Collection
0.0,"[{'id': 28, 'name': 'Action'}]",18741,2.017198,0.0,92.0,,Fearless Hyena Part II,6.5,11.0,1983,3,4,205459,Fearless Hyena Collection
20500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",17692,16.603041,87987055.0,99.0,A deadly new attraction.,Jaws 3-D,4.2,266.0,1983,3,16,2366,The Jaws Collection
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",24883,1.258022,9800000.0,103.0,,The Black Stallion Returns,6.1,13.0,1983,3,25,405393,The Black Stallion Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",25164,1.551446,0.0,80.0,The comedy that goes all the way!,Screwballs,4.7,22.0,1983,4,1,181502,Screwballs Collection
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",101660,3.330159,0.0,197.0,,V,6.9,32.0,1983,5,1,180019,V: The Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",12695,3.767872,15543000.0,91.0,They'll have you rolling in your seats!,Still Smokin,5.4,33.0,1983,5,6,33071,Cheech & Chong Collection
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",17922,1.934571,0.0,91.0,He shoots...he scores...he'll blow you away!,Golgo 13: The Professional,6.1,19.0,1983,5,7,446015,Golgo 13 Collection
32350000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1892,14.586087,572700000.0,135.0,The Empire Falls...,Return of the Jedi,7.9,4763.0,1983,5,23,10,Star Wars Collection
12000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",860,8.321647,79567667.0,114.0,"Is it a game, or is it real?",WarGames,7.0,517.0,1983,6,3,151263,WarGames Collection
5000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",10576,6.370495,34725000.0,113.0,"It's 22 years later, and Norman Bates is finally coming home.",Psycho II,6.0,128.0,1983,6,3,119674,Psycho Collection
27500000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",700,10.619302,187500000.0,131.0,James Bond’s all time high.,Octopussy,6.2,534.0,1983,6,5,645,James Bond Collection
39000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",9531,9.614638,75850624.0,125.0,If the world's most powerful computer can control even Superman...no one on earth is safe.,Superman III,5.3,500.0,1983,6,17,8537,Superman Collection
6500000.0,"[{'id': 35, 'name': 'Comedy'}]",19698,5.269838,33759266.0,98.0,"If you thought the night before was funny, wait till you see the next day.",Porky's II: The Next Day,5.2,61.0,1983,6,24,109592,Porky's Collection
22000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",10805,4.860672,64892670.0,93.0,Tony Manero knows the old days are over – But nobody's gonna tell him he can't feel that good again,Staying Alive,4.7,93.0,1983,7,11,288280,Saturday Night Fever Collection
0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",62385,0.011064,0.0,104.0,,The Little Girl Who Conquered Time,6.3,4.0,1983,7,16,314042,Onomichi Trilogy
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",14087,2.28696,0.0,83.0,,Barefoot Gen,7.6,29.0,1983,7,21,14095,Barefoot Gen Collection
15000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",11153,7.747432,61399552.0,98.0,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,National Lampoon's Vacation,7.1,412.0,1983,7,28,108693,National Lampoon's Vacation Collection
0.0,"[{'id': 16, 'name': 'Animation'}]",80607,1.437609,0.0,78.0,,Daffy Duck's Movie: Fantastic Island,6.0,12.0,1983,8,5,432151,Daffy Duck Movie Collection
11000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",36576,8.046375,4491986.0,109.0,,Curse of the Pink Panther,3.6,42.0,1983,8,12,937,The Pink Panther (Original) Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",26452,1.567626,10676194.0,98.0,The Legend Lives!,Hercules,3.9,21.0,1983,8,12,314023,Hercules (Lou Ferrigno) Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",15120,13.721966,5678950.0,85.0,Smokey's Back! And The Bandit is at it again!,Smokey and the Bandit Part 3,4.4,49.0,1983,8,12,87220,Smokey and the Bandit Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",45233,0.925862,0.0,89.0,,Women's Prison Massacre,4.1,9.0,1983,8,31,227140,Black Emanuelle Collection
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",15895,2.030024,8890685.0,80.0,Journey to an age of awesome magic.,Deathstalker,4.3,24.0,1983,9,2,48655,Deathstalker Collection
0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",69152,0.732103,0.0,89.0,The first to die were the lucky ones!,Escape from the Bronx,5.3,4.0,1983,9,2,324371,The Riffs Trilogy
0.0,"[{'id': 18, 'name': 'Drama'}]",98596,0.02158,1334173.0,105.0,,Overdose,5.1,5.0,1983,9,4,320064,El pico - Colección
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",17386,13.762328,13168027.0,90.0,Payback is deadly.,Revenge of the Ninja,5.8,22.0,1983,9,7,373538,Enter the Ninja Collection
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",21721,3.756026,4786789.0,95.0,Rebel. Rocker. Lover. Idol. Vanished.,Eddie and the Cruisers,6.6,32.0,1983,9,23,186102,Eddie and the Cruisers Collection
0.0,"[{'id': 35, 'name': 'Comedy'}]",62896,0.407039,0.0,0.0,,Uuno Turhapuron muisti palailee pätkittäin,5.0,4.0,1983,9,30,148324,Uuno Turhapuro
